,conv_id,context,prompt,speaker_utterance,listener_utterance,valence_listener,arousal_listener,empathy,pred
2801,hit:5199_conv:10399,sad,My friend is moving away.,My friend is moving away_comma_ I am going to miss her so much. I cannot help but cry a little when I think about it.,Aw sorry to hear that...why is she moving,0.0966666666666666,-0.024,1,3
2812,hit:6680_conv:13361,anxious,I am about to leave on a long trip. I hope I have everything I need. Im worried I forget something.,It is. I feel like I am not well prepared though. I am just ready to leave.,oh dang ive never really been in that situation before,0.062,-0.226,1,2
2829,hit:4883_conv:9767,anticipating,my new purse purchase! ,Best way to be! ,You can use the left over money on so many other things!,0.0988,-0.2328,1,3
2830,hit:8704_conv:17409,guilty,i have very low mark,i have very low mark,Sorry to hear that. What happened on the test?,0.0766666666666666,-0.1393333333333333,1,3
2835,hit:3321_conv:6642,confident,I know I will be a judge when I am older.,Yes_comma_ and maybe one day I will be on the Supreme Court.,dang thats shooting high,-0.04,0.441,2,1
2841,hit:7247_conv:14494,jealous,my little dog likes my new girlfriend too much ,My new girlfriend and my dog became friends way too fast.,That sounds somewhat weird.,0.025,0.283,1,2
2853,hit:6405_conv:12811,surprised,My birthday is coming in two weeks and one of my friends from out of the country sent me a present. I was shocked and happy.,I have a birthday coming up and I suddenly got a present shipped in from a friend overseas.,Yes! what was it!??!,0.0,0.0,2,1
2875,hit:4309_conv:8619,content,When I stayed home sick with the flu_comma_ my wife let me stay in bed and took care of me.,I was stuck home the other day with the flu. ,Oh man_comma_ the flu in summer?1,0.0419999999999999,-0.08,3,2
2903,hit:9763_conv:19526,impressed,I just saw the statue of liberty today. It was actually pretty cool!,I just saw the Statue of Liberty today. ,how was it?,0.0,0.0,2,1
2911,hit:1043_conv:2087,anxious,My dog got into some grapes the other day when my toddler had hid them in a toy and the dog found them. I know grapes are not good for dogs! It made me so nervous!,My dog got into some grapes the other day when my toddler had hid them in a toy and the dog found them. I know grapes are not good for dogs! It made me so nervous!,My anxiety would have been having anxiety - so I feel you... hows the dog doing today?,0.0323333333333333,0.1833333333333333,3,2
2913,hit:912_conv:1824,impressed,When I saw a guy on a bike doing a wheelie.,I know! I do too.. I think I need to learn to ride a sports bike first.. Hehe oops!,Yeah_comma_ I tried skateboarding in my childhood but was too scared to break something_comma_ lol.,0.0806666666666666,0.004,3,1
2926,hit:4122_conv:8244,disappointed,I am sad that someone I know chooses to not take ahold of their life and have a better one. They continue to just destroy it and it's very hard to see when so many would kill to have their life.,I am sad that someone I know chooses to not take ahold of their life and have a better one. ,Well_comma_ it is almost the fact of life that irresponsible people will not last much and regret will be only consequence for them,0.0062857142857142,0.0319999999999999,1,3
2934,hit:11766_conv:23532,embarrassed,Some random guy was in my backyard_comma_ I didn't realize before I looked outside that I was missing pants. Turns out he was the cable guy fixing a wire.,Turns out he was the cable guy fixing a wire. Still mad he did not ask permisson first.,Yeah_comma_ that is illegal I think_comma_ they need to at least knock or ring the door bell!,-0.0151428571428571,-0.0211428571428571,3,1
2981,hit:7293_conv:14587,annoyed,I was upset when my family kept leaving me on vacation,I was upset when my family kept leaving me on vacation,That is really upsetting!,0.0,0.0,3,1
2991,hit:11228_conv:22456,ashamed,Oh my gosh_comma_ I got home from the store and realized I forgot to pay for my dog food!!,Ahhh good point,Yeah. You are smooth. You can do it no problem.,0.0313333333333333,-0.246,1,3
2994,hit:7730_conv:15460,lonely,My sister was bored after her friends did not invite her for a party,She felt so left out,who felt left out? I am confued?,-0.003,-0.213,3,1
3020,hit:4216_conv:8433,sad,My dog got hit by a car. Unfortunately he did not make it.,No_comma_ unfortunately he did not make it.,That is really sad!  I hope it was quick and painless.  I hate seeing anything suffer!,-0.0819999999999999,0.0966666666666666,1,3
3031,hit:11944_conv:23841,disappointed,i am sad because my brother failed me,he could not keep his promise with me. he said he was going to get me pepsi max but he did not and that made me sad.,this is absolutely the worst! he is no man in my eyes!,0.062,-0.47,2,3
3045,hit:17_conv:35,annoyed,I get irritated with a coworker that gets on my nerves all the time by coming and bothering me smelling like smoke and trying to chat itu p,yes a few that drive me nuts. the janitor is the worst,That is too bad. Our janitor is very friendly.,0.0346666666666666,-0.0846666666666666,3,1
3054,hit:10763_conv:21527,ashamed,One time in elementary school I really needed to use the restroom. I held it in too long and unfortunately I could not make it to the restroom. I ended up peeing in the hallway and right then_comma_ my crush passed by me.,I peed my pants. I was 7 years old_comma_ mind you,Uhnnn_comma_most of us did!,0.0,0.0,3,1
3061,hit:3332_conv:6664,terrified,I got pulled over by the police today.  I was really scared when it happened.,I got pulled over by the police today.,oh that really suckks.,0.0,0.0,2,1
3067,hit:1722_conv:3444,guilty,I remember as a kid when I was mad I would try to break something my parents owned. Looking back_comma_ I feel remorse for what I did.,I would just try to break a household item whenever they punished me. Yes it is different now_comma_ I try to control my temper in non violent ways.,I could not even imagine how mad your parents must be.,0.0989999999999999,0.046,2,3
3073,hit:5626_conv:11253,hopeful,I bought a ticket on a new car at a hockey game. I really hope I win!,I was at a hockey game and bought a ticket on a draw for a new car. ,How did it go?,0.02,-0.118,1,2
3103,hit:664_conv:1329,surprised,I was pretty amazed when my grand father bought me a gold wrist watch,I was amazed because I thought he had no money_comma_ I was not expecting it,Why? What was the unexpected thing that happened?,-0.051,-0.058,2,1
3123,hit:3214_conv:6428,caring,i loved it when i watched my sisters dog,yes_comma_ and he lived!,he lived? Oh no. What happened?!,0.0,0.0,3,1
3126,hit:6456_conv:12912,guilty,I broke my mother's prized teapot.,Hi_comma_ I accidentally broke my mother's prized vintage teapot,oh my! does she know it is broken?,-0.082,-0.202,3,1
3164,hit:6426_conv:12853,impressed,My brother just graduated with honors. So proud of him.,Yeah I am so proud of him. He worked hard for it.,yah_comma_ truly hard work pays,0.0233333333333333,0.2613333333333333,3,2
3168,hit:148_conv:297,guilty,I recall a time when I had to go to my cousin's birthday part_comma_ and I overslept! I felt really guilty about that.,It is something that was really important to her_comma_ and I still feel bad that I missed her 15th birthday ,Who is she?,0.0,0.0,3,1
3177,hit:6811_conv:13623,jealous,One time my husband was acting a bit to helpful to a woman we know. He said he was only trying to be nice_comma_ but I felt he was being too friendly. Maybe I overreacted.,Many years ago_comma_ we were at a friend's house and one of her friend's was there and she was drunk. My husband was very insistent on helping her_comma_ but I felt he was being a bit to 'helpful'. It made me a bit angry!,Wow. Do think he had bad intentions?,-0.0386666666666666,0.0086666666666666,3,2
3219,hit:5397_conv:10794,confident,I studied for 1 whole year for the S.A.T. I nailed every part of that test,Study everything you can and take practice tests!,All the best for your exams!,-0.042,0.326,1,3
3251,hit:775_conv:1551,disgusted,I ordered some chicken from a nearby restaurant the other day and it almost killed me.,I was both. I almost went to the hospital because i had gotten sick later_comma_ but it did not last very long.,That sounds awful. I hope you filed a complaint with the restaurant!  ,0.0972,0.0951999999999999,2,3
3253,hit:3583_conv:7166,afraid,Once_comma_ I was walking home from work and it was late. My street was unusally quiet and there was a man walking quickly behind me. I was very scared. He ended up passing me but he whispered a nasty word as he walked past.,I was walking home from work late a few weeks ago and my street was unusually quiet.,What happened?,0.0,0.0,3,1
3272,hit:9880_conv:19760,lonely,It's really quiet around here right now. No one's at work besides me and the security guard downstairs.,It is really quiet around here right now. No one's at work besides me and the security guard downstairs,Eek! Sounds pretty scary! I hate to be alone at night. ,-0.0935,0.0562499999999999,3,2
3278,hit:10007_conv:20015,anxious,I have a very hard time taking tests. When I know I have an important exam coming up_comma_ I worry for weeks in advance. ,I hope so. I usually do better than I expect to_comma_ but that still does not make it any less scary.,exam's are always scary. we just need to take the mind out of it,0.025,0.2255,3,1
3280,hit:7700_conv:15400,caring,My dog just had major surgery to fix her broken leg. I know that no one else would take proper precautions to make sure shes ok than me.,Yeah_comma_ my dog just broke her leg.,Did you toke her to a vet?,0.062,-0.2,2,1
3291,hit:3865_conv:7730,guilty,i felt bad when i couldnt get a gift my daughter wanted,i felt bad when i couldnt get a gift my daughter wanted,I am sorry_comma_ what did she want,0.077,0.0039999999999999,2,3
