id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
3208,hit:4856_conv:9712,impressed,My coworker gave a really good presentation at work today. I was pretty awed by the work that she put into it.,2.0,6,My coworker gave a really nice presentation at work today.,About what?!,positive,neutral,0,0,1
3209,hit:4856_conv:9712,impressed,My coworker gave a really good presentation at work today. I was pretty awed by the work that she put into it.,2.0,1,Oh it was just boring work stuff_comma_ about a client. But I was really awed by the amount of work that she put into it.,That's awesome. I'm glad she did well.,positive,positive,1,0,0
3210,hit:7466_conv:14133,nostalgic,I recently watched a full series of an old cartoon I use to watch as a kid. I felt like I was 14 years old again.,4.0,0,I watched the first season of one of my favorite childhood shows in only two days just recently.,oh well_comma_ whats the show. i know for sure you would have enjoyed it again,positive,positive,0,0,0
3211,hit:7466_conv:14133,nostalgic,I recently watched a full series of an old cartoon I use to watch as a kid. I felt like I was 14 years old again.,4.0,6,Dragonball season 1. It made me feel like I was 14 years old again! I can remember being really young and getting excited every time it came on.,nostalgic isnt it?,positive,neutral,0,0,2
3212,hit:5117_conv:14234,embarrassed,I passed gas during the meeting today. I think everyone heard it.,3.0,6,My stomach was feeling yucky today and I accidentally passed gas during the staff meeting!,OH no! Did every one hear?,negative,negative,0,0,2
3213,hit:5117_conv:14234,embarrassed,I passed gas during the meeting today. I think everyone heard it.,3.0,1,I think they did. If they didn't hear it they definitely smelled it.,That's so bad lol,neutral,negative,0,0,0
3214,hit:11533_conv:23467,trusting,I loaned a friend $144 believing he would pay me back in a week. I never got it.,4.0,5,I loaned a friend some money believing they would pay me back in a week. I have not heard from them since.,you should go to their place,negative,neutral,0,0,0
3215,hit:11533_conv:23467,trusting,I loaned a friend $144 believing he would pay me back in a week. I never got it.,4.0,1,I did. They would not come to the door.,that is sad that they cant atleast talk to you,neutral,negative,1,0,0
3216,hit:11644_conv:23284,joyful,My son is returning from his tour,2.0,6,My son is returning from his tour after ten years on Sunday!,thats awesome! where has he been?,positive,positive,1,0,2
3217,hit:11644_conv:23284,joyful,My son is returning from his tour,2.0,8,He was stationed in Bulgaria. I am so full of joy that I will just give him a big_comma_ tight hug when I see him!,thank you for his sacrifice and service! it is greatly appreciated!,positive,positive,1,0,0
3218,hit:9594_conv:19189,embarrassed,I was out for a run last night and I had to use the bathroom. I went over to some bushes to pee and then someone saw me. I cant believe i got caught,2.0,6,Last night I turned 8 shades of red. I was blushing so bad,What made you blush so hard?,negative,neutral,0,0,2
3219,hit:9594_conv:19189,embarrassed,I was out for a run last night and I had to use the bathroom. I went over to some bushes to pee and then someone saw me. I cant believe i got caught,2.0,3,I went for a run and had to go to the bathroom. I went to hide behind some bushes and someone caught me peeing. I couldnt believe it,Hey you have got to do what you have got to do. Hopefully next time you're closer to home when you need to go.,negative,neutral,1,0,0
3220,hit:4736_conv:9472,ashamed,I never stick to my diet. I am such a failure,4.0,6,I fail at every diet I try.,That sucks. Do you always try specific diets or do you sometimes just try to eat less?,negative,negative,0,0,2
3221,hit:4736_conv:9472,ashamed,I never stick to my diet. I am such a failure,4.0,8,I do_comma_ but I always end up having an extra meal late at night because I am STARVING,That's the worst part_comma_ the late night hungers.,positive,negative,0,0,0
3222,hit:2794_conv:5581,guilty,I felt bad for not taking a gift to a party i went to yesterday,3.0,6,I felt bad for not taking a gift to a party i went to yesterday,Was it a birthday party?,negative,neutral,0,0,2
3223,hit:2794_conv:5581,guilty,I felt bad for not taking a gift to a party i went to yesterday,3.0,6,yes,You probably should feel really bad. Was it a kid's birthday?,neutral,negative,0,0,2
3224,hit:11477_conv:22155,joyful,I got a new dog recently_comma_ he is the best. I am so thankful for him!,2.0,8,I got a new dog recently_comma_ he is the best. I am so thankful for him!,Awwww. that is so sweet! Details. Boy_comma_ girl_comma_ breed.,positive,positive,2,0,0
3225,hit:11477_conv:22155,joyful,I got a new dog recently_comma_ he is the best. I am so thankful for him!,2.0,1,He is a male australian shepherd. His name is charlie_comma_ he is super cute!,Awwwww. He sounds super cute! Have lots of fun with him.,positive,positive,1,0,0
3226,hit:2674_conv:5344,joyful,My dad bought be a Porsche.,4.0,1,Hi_comma_ I am elated that my dad bought me Porsche Macan.,Oh wow that is an awesome car.,positive,positive,0,0,0
3227,hit:2674_conv:5344,joyful,My dad bought be a Porsche.,4.0,1,I agree_comma_ I was jumping up and down because I was so excited.,i can imagine you would_comma_ its an awesome situation.,positive,positive,0,0,0
3228,hit:212_conv:425,excited,Can't wait for my vacation to Las Vegas tomorrow,3.0,1,In the other hand_comma_ I am excited to go to Vegas tomorrow,Wow ! that sound's really awesome. I wish I could have gone there. But surely not for work !,positive,positive,0,2,0
3229,hit:212_conv:425,excited,Can't wait for my vacation to Las Vegas tomorrow,3.0,7,This is my first time going there. I want to try my luck,I wish you all the best pal ! You will surely rock !,positive,positive,1,0,0
3230,hit:4789_conv:9578,lonely,My girlfriend broke up with me recently. Now I'm very lonely.,2.0,4,My girlfriend broke up with me recently...,I'm sorry. How long had you been together?,negative,negative,2,0,2
3231,hit:4789_conv:9578,lonely,My girlfriend broke up with me recently. Now I'm very lonely.,2.0,8,We were together for 3 years. I can't stand being alone.,Just try and get through each day_comma_ one at a time. Don't think too far ahead.,negative,positive,0,0,0
3232,hit:14399_conv:24798,sentimental,I keep a stuffed animal I've had since I was young around. It's still in pretty good condition and reminds me a lot of my childhood.,4.0,1,I still have a favorite stuffed animal of mine that I've had since I was young. It's still in pretty good condition and reminds me a lot of my childhood.,That is so sweet. It is wonderful to have things that bring back these beautiful memories.,positive,positive,1,0,0
3233,hit:14399_conv:24798,sentimental,I keep a stuffed animal I've had since I was young around. It's still in pretty good condition and reminds me a lot of my childhood.,4.0,1,Yeah_comma_ it is. I always like to keep things that mean a lot to me and this was a gift from my mom so it's even more special.,That really does make it special. I'm glad you have that.,positive,positive,1,0,0
3234,hit:8868_conv:17736,apprehensive,I have just purchased a new gadget. I took it out of the box and tried to activate it but it will not work.,3.0,6,Hi_comma_ I bought myself a new gadget today,That is always fun to do. What did you get yourself?,positive,positive,0,0,2
3235,hit:8868_conv:17736,apprehensive,I have just purchased a new gadget. I took it out of the box and tried to activate it but it will not work.,3.0,1,It is a touch screen computer tablet.,That is very cool. I like tech that is practical but also fun to use.,neutral,positive,0,0,0
3236,hit:4293_conv:8587,ashamed,I broke up with my girlfriend because I was cheating on her.,4.0,6,I left my girlfriend because i was cheating on her.,Oh_comma_ why did you cheat on her?,negative,negative,0,0,2
3237,hit:4293_conv:8587,ashamed,I broke up with my girlfriend because I was cheating on her.,4.0,8,I wanted a new snack in my life.,It's a man's world_comma_ isn't it.,positive,neutral,0,0,0
3238,hit:5454_conv:14148,hopeful,I'm pretty hopeful this year in my college football team to do really well. Go Buckeyes!,2.0,6,I'm pretty hopeful this year for my college football team to place top 5!,Nice_comma_ what team is that you are rooting for?,positive,neutral,0,0,2
3239,hit:5454_conv:14148,hopeful,I'm pretty hopeful this year in my college football team to do really well. Go Buckeyes!,2.0,5,OSU Buckeyes_comma_ do you have a favorite team?,No_comma_ I really dont follow sports much.,neutral,negative,0,0,0
3240,hit:9257_conv:18514,excited,I'm so ready for fall to come around_comma_ I love layering and scarves,3.0,1,I'm so ready for fall to come around_comma_ I love layering and scarves,I love boots fall is best for fashion,positive,positive,0,0,0
3241,hit:9257_conv:18514,excited,I'm so ready for fall to come around_comma_ I love layering and scarves,3.0,0,Yes! I'm excited to start wearing some nice leather booties,now you have me excited too,positive,positive,0,0,0
3242,hit:4783_conv:9566,angry,I found out my group of friends went to the beach last weekend and did not invite me for some reason. I don't really know why though?,4.0,6,I found out my group of friends went to the beach last weekend and did not invite me for some reason. I don't really know why though?,That was rude. Did you confront them?,negative,negative,0,0,2
3243,hit:4783_conv:9566,angry,I found out my group of friends went to the beach last weekend and did not invite me for some reason. I don't really know why though?,4.0,8,I dont know how to_comma_ Im not really a confrontational person. What do you suggest?,I suggest you just ask them why they didn't invite you straight up. No need to sugarcoat the main topic,negative,neutral,0,0,0
3244,hit:6885_conv:13771,terrified,My friends made me go on a rollercoaster the other day. It was so scary_comma_ I dont want to do that ever again,2.0,6,I went to the fair the other day. It was really fun until my friends made me go on rides,What rides did you go on?,positive,neutral,0,0,2
3245,hit:6885_conv:13771,terrified,My friends made me go on a rollercoaster the other day. It was so scary_comma_ I dont want to do that ever again,2.0,1,They made me go on a rollercoaster. I was so scary. I dont think i am ever going to do that again. Those rides seem so unsafe_comma_ like they are barely held together with screws,I hate rollercoasters too!,negative,negative,0,2,0
3246,hit:447_conv:895,annoyed,Ok I was in Walmart buying a video game when this dud eshows up and immediately questions my selection. Like it's some kind of internet forum!,4.0,6,Ok I was in Walmart buying a video game when this dud eshows up and immediately questions my selection. Like it's some kind of internet forum!,That is so annoying.Who he thinks he is???,negative,negative,0,0,2
3247,hit:447_conv:895,annoyed,Ok I was in Walmart buying a video game when this dud eshows up and immediately questions my selection. Like it's some kind of internet forum!,4.0,1,"I dunno_comma_ but I just said ""That's great_comma_ bro"" and left. Then he follows me to the checkout counter to continue giving me crap about it.",I would be scared of a guy like that.,negative,negative,0,2,0
3248,hit:5643_conv:11286,angry,i was upset when i saw someone had put a dent in my door,3.0,6,i was upset when i saw someone had put a dent in my door,Your car door?,negative,neutral,0,0,2
3249,hit:5643_conv:11286,angry,i was upset when i saw someone had put a dent in my door,3.0,6,yep,Was it parked at home? That sucks,neutral,negative,0,0,2
3250,hit:14773_conv:21546,anticipating,Riding the Greyhoud across country,4.0,1,Would you like to hear about one of the most anxious and exciting times of my life?,of course I would,positive,positive,1,2,0
3251,hit:14773_conv:21546,anticipating,Riding the Greyhoud across country,4.0,6,One time I took a Greyhoud bus from Atlanta Georgia to Seattle Washington. I was going to work on an organic farm,What made you do that?,neutral,neutral,0,0,1
3252,hit:6741_conv:13482,lonely,My husband left for a week long business trip_comma_ and he took our dog with him! I was all alone in the house.,4.0,6,My husband went away on a week long business trip_comma_ and took our dog with him,Ah_comma_ so are you feeling pretty lonely? That's interesting that he took the dog with him on a business trip_comma_ but who am I to judge! Could be viewed as kind of cool that he's that close with the dog.,neutral,positive,0,0,2
3253,hit:6741_conv:13482,lonely,My husband left for a week long business trip_comma_ and he took our dog with him! I was all alone in the house.,4.0,3,Yeah_comma_ we're both kind of crazy about the dog lol_comma_ and I hate being alone in the house,Yeah_comma_ he should have left the dog with you so not only would you have some company_comma_ but some protection_comma_ too. But I don't know all of the situation so I guess I shouldn't say for sure! Hopefully it's not for too long so you guys can get back to being a trio,neutral,neutral,1,0,0
3254,hit:8683_conv:17367,nostalgic,The other day I went to a new toy shop that opened up in town that had slap bracelets and scented gel pens.,3.0,6,They opened up this really cool toy store about a block from my house.,That's pretty neat. Did you buy anything cool?,positive,positive,0,0,2
3255,hit:8683_conv:17367,nostalgic,The other day I went to a new toy shop that opened up in town that had slap bracelets and scented gel pens.,3.0,1,I got some scented gel pens and a few of those pens where you can change to different ink colors. Also_comma_ a few books for my nephew!,That's so cool! Sounds like a store you would find in Daiagon Alley!,positive,positive,0,0,0
3256,hit:6357_conv:12714,angry,I am mad that my sister always asks me to babsit_comma_ but never does it fofr me,5.0,6,My sister always asks me to babysit,Does she compensate you or anything like that?,neutral,neutral,0,0,2
3257,hit:6357_conv:12714,angry,I am mad that my sister always asks me to babsit_comma_ but never does it fofr me,5.0,6,i dont want compensation. I want her to babysit sometimes too lol,Will she not repay the favor at all?,neutral,negative,0,0,2
3258,hit:5188_conv:14376,impressed,I really like the new BMW_comma_ it blew away my expectations_comma_,4.0,1,I really like the new BMW_comma_ it blew away my expectations.,I would love that car,positive,positive,0,2,0
3259,hit:5188_conv:14376,impressed,I really like the new BMW_comma_ it blew away my expectations_comma_,4.0,1,I wish I could afford one but it is very expensive.,I am in the same boat,negative,neutral,0,2,0
3260,hit:5782_conv:11564,guilty,i felt bad when i couldnt get my daughter the gift she wanted,2.0,1,i felt bad when i couldnt get my daughter the gift she wanted,i would have also. we always want to give our kids the best,negative,positive,0,2,0
3261,hit:5782_conv:11564,guilty,i felt bad when i couldnt get my daughter the gift she wanted,2.0,5,yea but sometimes we cant!,yes_comma_ unfortunately it happens,neutral,negative,0,0,0
3262,hit:5834_conv:11668,annoyed,My neighbor never picks up after his dog. It is so irritating to see.,5.0,6,My neighbor never picks up after his dog.,That isn't good. Have you spoken to him about it?,negative,negative,0,0,2
3263,hit:5834_conv:11668,annoyed,My neighbor never picks up after his dog. It is so irritating to see.,5.0,5,No_comma_ it is so irritating to see.,You should talk to him. I am sure he will pick up if you do.,negative,positive,0,0,0
3264,hit:7836_conv:15672,joyful,Last night I won a gift card at Trivia night at the pub. Going shopping today.,3.0,6,Last night I won a gift card at Trivia night at the pub. Going shopping today.,Awesome! What are you planning on buying?,positive,positive,0,0,2
3265,hit:7836_conv:15672,joyful,Last night I won a gift card at Trivia night at the pub. Going shopping today.,3.0,5,I've got a baby due in December so something for the baby or my wife. I never bother getting my self anything.,Maybe you can figure out a way to get all three of you guys something!,neutral,neutral,0,0,0
3266,hit:1163_conv:2327,trusting,I met a friend online once and we met up in person.,4.0,0,A few years ago_comma_ I became friends with someone through an online video game. Eventually we trusted each other_comma_ so we met up in person!,I know a lot of people in real life through that kind of stuff. Has been pretty great for me after 11 years. How is it for you so far.,positive,positive,0,2,1
3267,hit:1163_conv:2327,trusting,I met a friend online once and we met up in person.,4.0,1,I'd say it's going pretty well_comma_ we eventually got married! How did you meet your friends?,Well we met through going to conventions and i even visited some myself. Really great bunch of people and i see places.,positive,positive,0,2,0
3268,hit:2789_conv:5578,trusting,i have been trusting my girl friend a lot then anyone else,4.0,5,i have always more trust on my girlfriend,as you should,positive,neutral,0,0,0
3269,hit:2789_conv:5578,trusting,i have been trusting my girl friend a lot then anyone else,4.0,1,yeah i do. i love her a lot,thats cool,positive,positive,0,0,0
3270,hit:9289_conv:18578,terrified,I was shocked when a huge bat hit my window last night!,3.0,1,I was shocked when a huge bat hit my window last night!,Wow I bet you were surprised!,negative,positive,1,0,0
3271,hit:9289_conv:18578,terrified,I was shocked when a huge bat hit my window last night!,3.0,6,It was a total shock to my system haha,LOL a bat_comma_ how random,negative,neutral,0,0,0
3272,hit:11488_conv:22176,lonely,I was home alone while my husband went on a business trip.,2.0,6,I was home alone while my husband went on a business trip,Oh_comma_ were you lonely? You must have missed him. Was he gone long?,neutral,neutral,0,0,2
3273,hit:11488_conv:22176,lonely,I was home alone while my husband went on a business trip.,2.0,5,I was. We dont have any animals either.,My husband used to travel on his job a lot. It was hard at first_comma_ but I got used to it after some time. Maybe you can get your girlfriend to come over?,neutral,neutral,0,2,2
3274,hit:979_conv:1958,surprised,in my birthday my friend will give i phone that is the most praising moment,3.0,8,i would fear my gift,tell me more about this,negative,neutral,0,0,1
3275,hit:979_conv:1958,surprised,in my birthday my friend will give i phone that is the most praising moment,3.0,1,my partner gave me a an i phone it is very memorable and pleasure to me,if its an older iphone i would treasure it,positive,positive,0,0,0
3276,hit:979_conv:1958,surprised,in my birthday my friend will give i phone that is the most praising moment,3.0,8,yes but its a valuable gift to me,everyone values things differently,positive,neutral,0,0,0
3277,hit:8916_conv:17832,annoyed,My husband and I recently decided to get a puppy. I was extremely excited after we put the deposit down. When I went to tell my mom she immediately started talking badly about our decision. I got really upset about her reaction and was very frustrated with her.,2.0,6,My husband and I recently decided we are going to get a puppy! I was really excited when I put the deposit down_comma_ but when I went to tell my mom about it she got really negative and talked badly about our decision. It was really frustrating and made me not feel great.,What was she so negative?,negative,negative,0,0,2
3278,hit:8916_conv:17832,annoyed,My husband and I recently decided to get a puppy. I was extremely excited after we put the deposit down. When I went to tell my mom she immediately started talking badly about our decision. I got really upset about her reaction and was very frustrated with her.,2.0,6,The dog breed we decided on is a rather large one and she was worried that we hadn't done our research. We have young children so she was concerned we didn't think about them first.,What kind of dog is it?,negative,neutral,0,0,2
3279,hit:11546_conv:23413,trusting,I have a friend who came out to me about their sexuality. I was the first person they had ever told other than the people that they dated.,4.0,6,We rode in the cab_comma_ and my friend looks at me with the most serious face and tells me they are Bi-Sexual. Though they said they usually only date the same sex and they hadn't ever told anyone about it.,Your friend must trust and care for you a lot to confide in you like that. how did you react?,neutral,neutral,0,0,1
3280,hit:11546_conv:23413,trusting,I have a friend who came out to me about their sexuality. I was the first person they had ever told other than the people that they dated.,4.0,1,I told them that it didn't matter to me_comma_ and I still loved them like family.,That's good. you must have been surprised by the confession.,positive,positive,0,0,0
3281,hit:11495_conv:22191,apprehensive,Approaching a sheer-drop water-slide.,5.0,1,When I was younger I decided to plummet down a sheer-drop water-slide. As I approached_comma_ I almost chickened-out_comma_ I was so nervous.,Please tell me you went through with it. That sounds like it would have been an experience!,negative,positive,0,0,0
3282,hit:11495_conv:22191,apprehensive,Approaching a sheer-drop water-slide.,5.0,5,I did in the end! The people queuing behind must have been furious as I trembled and delayed. It was excellent_comma_ and terrifying!,They've should have had similar feelings_comma_ so they should have been more understanding.,positive,neutral,0,2,0
3283,hit:11525_conv:23451,trusting,My fiance is having her bachelorette party. I'm excited for her.,2.0,6,My fiance is having her bachelorette party. I'm excited for her.,That is great! When is the wedding?,positive,positive,1,0,2
3284,hit:11525_conv:23451,trusting,My fiance is having her bachelorette party. I'm excited for her.,2.0,6,Its in october!,Are you having a bachelor party?,neutral,neutral,0,0,2
3285,hit:11525_conv:23451,trusting,My fiance is having her bachelorette party. I'm excited for her.,2.0,0,I already had one. I took a fishing trip with some friends.,The best kind of bachelor party. That is exactly what I did for mine...24 years ago.,neutral,positive,0,2,0
3286,hit:11525_conv:23451,trusting,My fiance is having her bachelorette party. I'm excited for her.,2.0,1,It was pretty great. Went inshore one day_comma_ then bow fishing in an air boat... then offshore the next day.,You should make it an annual trip! Then you can always be reminded of a good time in your life.,positive,positive,0,0,0
3287,hit:3444_conv:6484,sentimental,I love getting together with my brother and reminiscing about when we were younger,3.0,8,love getting together with my brother and reminiscing about when we were younger,Things were much simpler when we were kids. You are your brother must have a close relationship.,positive,positive,0,1,0
3288,hit:3444_conv:6484,sentimental,I love getting together with my brother and reminiscing about when we were younger,3.0,4,We do but we donÃ¢Â€Â™t see each other often enough,I'm sorry to hear that. I guess it makes the times you do see each other even more special!,neutral,positive,2,0,0
3289,hit:4426_conv:8853,angry,My kids wouldn't clean up their room yesterday. I was quite displeased with them.,4.0,3,My kids wouldn't clean their room yesterday. I was quite displeased.,Oh no_comma_ I hope you pardon them.,negative,neutral,1,0,0
3290,hit:4426_conv:8853,angry,My kids wouldn't clean up their room yesterday. I was quite displeased with them.,4.0,1,I shan't! I will put them up for adoption on the morrow!,This is too much of punishment for kids.,neutral,negative,0,0,0
3291,hit:2348_conv:4696,nostalgic,I went to the lake in my old neighborhood and thought about my childhood buddies.,3.0,6,I went to the lake in my old neighborhood and thought about my childhood buddies.,How was that? Must have been a throwback!,neutral,neutral,0,0,1
3292,hit:2348_conv:4696,nostalgic,I went to the lake in my old neighborhood and thought about my childhood buddies.,3.0,4,It definitely was. I don't have a lot of friends now and miss them a lot.,I am sorry to hear that_comma_ hope you get some more?,negative,negative,2,0,2
3293,hit:482_conv:965,disappointed,I was upset when I found out I didn't get the job I applied for. I thought I had done so good on the interview!,2.0,8,I was mad I didn't get the job I had applied and interviewed for. I put so much work in crafting my resume to fit the description.,That is very unfortunate that you put all that work in and were let down. I hope something good came out of it like another good job afterwards.,negative,negative,1,0,0
3294,hit:482_conv:965,disappointed,I was upset when I found out I didn't get the job I applied for. I thought I had done so good on the interview!,2.0,8,I did appreciate getting the experience of interviewing at the company. But I was even more upset when I found out the job went to a recent college graduate with no experience!,That is not fair for employers to count education more than life experience.,negative,negative,0,0,0
3295,hit:14661_conv:21322,grateful,One time my mom made me lunch when I was too busy working!,4.0,1,One time my mom made me lunch when I was too busy working!,Wow that is so sweet of her. She must really love you!,neutral,positive,1,0,0
3296,hit:14661_conv:21322,grateful,One time my mom made me lunch when I was too busy working!,4.0,8,I hope so! She always helps me and one day I will return the favor!,Wow that is fantastic_comma_ she is so lucky to have you around because you are such a sweet and caring person. :),positive,positive,2,0,0
3297,hit:1447_conv:2495,prepared,I had to teach an inservice class at work. I went over all of my notes very carefully.,5.0,6,I had to teach an inservice class at work. I went over all of my notes very carefully,Did it go well for you then?,neutral,neutral,0,0,2
3298,hit:1447_conv:2495,prepared,I had to teach an inservice class at work. I went over all of my notes very carefully.,5.0,1,Quite well. I was ready for any question that was asked of me.,It's great when it works out that way_comma_ I hate presenting.,positive,positive,0,2,0
3299,hit:3642_conv:7285,trusting,I always enjoy ordering things on newegg because I'm confident it will arrive quick and on time.,5.0,1,When I shop online for computer parts_comma_ I like to use newegg because I am confident their items will ship fast and on time.,I have never used newegg before_comma_ and I think that sounds like that are very good at what they do. I might have to check them out!,positive,positive,0,0,0
3300,hit:3642_conv:7285,trusting,I always enjoy ordering things on newegg because I'm confident it will arrive quick and on time.,5.0,1,They are great! Have been around for a very long time and I've bought from them since I was a teenager.,I will have to check out newegg based on your recommendation. They sound fantastic so thanks!!,positive,positive,0,0,0
3301,hit:4379_conv:8758,content,I just had a pretty good meal at the Olive Garden. I would say I am satisfied.,4.0,5,I just had a pretty good meal at the Olive Garden.,Right on_comma_ that sounds cool. Did you go with family_comma_ or a date? Or maybe just hung out there alone? That's okay_comma_ too. I love Italian food_comma_ had always wanted to go to Olive Garden_comma_ but my dad hates Italian. So when we were growing up_comma_ we just never went. Now that I'm on my own_comma_ I've been... twice. Both times_comma_ they were just okay.,positive,positive,0,2,2
3302,hit:4379_conv:8758,content,I just had a pretty good meal at the Olive Garden. I would say I am satisfied.,4.0,3,Yeah_comma_ it wasn't great but I was satisfied. I went with friends.,It can be cheap to go there sometimes for an easy filling meal_comma_ with the deals and coupons they have_comma_ I think. With the bread and soup you can get. I hope you guys had a good time!,positive,positive,0,0,0
3303,hit:12096_conv:24192,anxious,I can't wait for this halloween. I have the cutest theme for my kids,4.0,6,I just love halloween. This is going to be the best one yet.,You sound excited? do you do it up big?,positive,positive,0,0,2
3304,hit:12096_conv:24192,anxious,I can't wait for this halloween. I have the cutest theme for my kids,4.0,6,I I do themes with me and my kids. We were all comic book villains last year,What are you going to do this year?,neutral,neutral,0,0,1
3305,hit:12096_conv:24192,anxious,I can't wait for this halloween. I have the cutest theme for my kids,4.0,6,Im thinking fast food. Burgers_comma_ fries_comma_ milkshake lol,That's an interesting theme. Are you going to make the costumes your self?,neutral,positive,0,0,2
3306,hit:12096_conv:24192,anxious,I can't wait for this halloween. I have the cutest theme for my kids,4.0,1,Some parts.,That sounds like lots of fun!,neutral,positive,0,0,0
3307,hit:10331_conv:20663,devastated,Woke up last week on saturday morning to find my car had been stolen. I was horrified_comma_ completely in shock. I use my car for work and also for my family so I was completely overcome with emotion. Luckily my husband was there to calm me down. He did all the practical things like contact the police_comma_ my insurance company etc and infact they were able to provide me with a courtesy car the next day. My insurance company will pay out in a few weeks and I will replace it but at the time it was just such an awful experience to wake up to.,4.0,6,I had the worst experience last weekend. I woke up to find someone had stolen my car! I was in absolute shock just couldnt believe it.,Thats horrible! Did you get the police involved?,negative,negative,0,0,2
3308,hit:10331_conv:20663,devastated,Woke up last week on saturday morning to find my car had been stolen. I was horrified_comma_ completely in shock. I use my car for work and also for my family so I was completely overcome with emotion. Luckily my husband was there to calm me down. He did all the practical things like contact the police_comma_ my insurance company etc and infact they were able to provide me with a courtesy car the next day. My insurance company will pay out in a few weeks and I will replace it but at the time it was just such an awful experience to wake up to.,4.0,1,Well yes. While i was in my daze_comma_ absolutely horrified_comma_ my level headed husband did all the practical things like contact the police and insurance company etc.,Yeah i would have felt the same way.,negative,neutral,0,2,0
3309,hit:10331_conv:20663,devastated,Woke up last week on saturday morning to find my car had been stolen. I was horrified_comma_ completely in shock. I use my car for work and also for my family so I was completely overcome with emotion. Luckily my husband was there to calm me down. He did all the practical things like contact the police_comma_ my insurance company etc and infact they were able to provide me with a courtesy car the next day. My insurance company will pay out in a few weeks and I will replace it but at the time it was just such an awful experience to wake up to.,4.0,8,Thankfully the insurance company sorted my out with a courtesy car for now but still cant believe there are people out there that do such terrible things!,yeah it unfortunate we have to worry about things like this.,negative,negative,1,1,0
3310,hit:4474_conv:8948,joyful,I was so happy when I got my new puppy! I got him from an adoption rescue.,4.0,7,I love my new puppy! He's so sweet_comma_ and I am happy I got him from an adoption rescue.,That is a very noble gesture. Congratulations!,positive,positive,1,0,0
3311,hit:4474_conv:8948,joyful,I was so happy when I got my new puppy! I got him from an adoption rescue.,4.0,7,Thanks! There are so many dogs and cats that need a home_comma_ whether young or old.,Adopting is the best way to go.,positive,positive,0,0,0
3312,hit:4530_conv:9061,nostalgic,i miss watching chiller theatre with my family on fridays,5.0,6,i miss watching chiller theatre with my family on fridays,Wow_comma_ what is chiller theatre? I'm intrigued.,neutral,positive,0,0,2
3313,hit:4530_conv:9061,nostalgic,i miss watching chiller theatre with my family on fridays,5.0,6,it was a show that came on at midnight that would play scary movies. first 3d movie i ever saw was on the show. got the 3d glasses free with a pizza. lol,Must be fun but unnerving as well. Whats your favourite horror movie?,positive,neutral,0,0,2
3314,hit:6330_conv:12661,angry,MY son is refusing to go to sleep. I had a long day and am really tired,3.0,5,I had a rough day today and now my son refuses to go to bed,That really sucks. Maybe you should force feed him some melatonin?,negative,negative,0,0,2
3315,hit:6330_conv:12661,angry,MY son is refusing to go to sleep. I had a long day and am really tired,3.0,3,That has never worked with him. I bought a huge bottle of the gummies,Oh_comma_ well hopefully that works. Wouldn't want you up all night!,negative,positive,0,0,0
3316,hit:7425_conv:14850,lonely,My husband took my girls on a father-daddy day trip the other day. I had no idea how quiet it would be at the house with all of them gone - it was a bit weird.,2.0,6,My husband took our girls on a father-daddy day trip the other day.,how sweet. what did they do on their special day?,neutral,positive,0,0,2
3317,hit:7425_conv:14850,lonely,My husband took my girls on a father-daddy day trip the other day. I had no idea how quiet it would be at the house with all of them gone - it was a bit weird.,2.0,8,They went to Six Flags - I had no idea how quiet it would be around the house with them gone. I'm not so sure I liked it though.,i get that. i wish we had children so my husband could do that.,neutral,neutral,0,2,0
3318,hit:11557_conv:23114,sad,I lost my mother recently. She had hypertension and diabetis,4.0,4,I lost my mother recently_comma_ she was sick with hypertension and diabetics,I am sorry to hear that.,negative,negative,2,0,0
3319,hit:11557_conv:23114,sad,I lost my mother recently. She had hypertension and diabetis,4.0,6,I can't get over it_comma_ I cry all the time.,It must be very difficult for you. Do you have someone you can talk to about it? I find that remembering the good times helps you keep their memory alive.,negative,positive,0,0,2
3320,hit:11557_conv:23114,sad,I lost my mother recently. She had hypertension and diabetis,4.0,1,I try to treasure the memories that we have. I keep close to family members as well.,That's great. It's nice to have family around that can help pick you up when you feel down.,positive,positive,1,0,0
3321,hit:6013_conv:12027,anticipating,I have been through a lot in my life_comma_ but I am anticipating that God will bless me.,5.0,3,I've been through a lot of hard times in life_comma_ but I know that God will bless me soon.,i bet he will_comma_ everything always gets better dont worry,positive,positive,1,0,0
3322,hit:6013_conv:12027,anticipating,I have been through a lot in my life_comma_ but I am anticipating that God will bless me.,5.0,1,Thank you for that encouragement. I am trying to be as patient as I can be during these hard times.,like some one once said_comma_ time heals everything just have a positive attitude,positive,positive,0,0,0
3323,hit:11897_conv:23794,grateful,I am so lucky to have someone like my fiancee. She does everything for me.,4.0,8,I am so lucky to have someone like my fiancee,i am lucky to have someone like my fiancee too! what makes you so grateful about your fiancee,positive,positive,1,2,2
3324,hit:11897_conv:23794,grateful,I am so lucky to have someone like my fiancee. She does everything for me.,4.0,6,That's great! Just the fact that she is always there for me whenever I am in need.,it's probably the best feeling on earth right?,positive,positive,0,0,2
